RA,CÓDIGO TURMA,TURMA
21040316,NB2BCN0402-15SB,Funções de Uma Variável B2-Noturno (São Bernardo)
21067415,DAMCTB009-17SB,Cálculo Numérico A-Matutino (São Bernardo)
21067415,DAESZR001-13SB,Conflitos no Ciberespaço: Ativismo e Guerra nas Redes Cibernéticas A-Matutino (São Bernardo)
21067415,DBBCK0103-15SB,Física Quântica B-Matutino (São Bernardo)
21067415,DBESTO008-17SB,Mecânica dos Sólidos I B-Matutino (São Bernardo)
21067415,DAESTO012-17SB,Princípios de Administração A-Matutino (São Bernardo)
11012015,DAESTB002-17SB,Bases Biológicas para Engenharia I A-Matutino (São Bernardo)
11012015,DAESTS004-17SB,Desempenho de Aeronaves A-Matutino (São Bernardo)
11012015,DBESTO902-17SA,Engenharia Unificada I B-Matutino (Santo André)
11012015,DABCN0405-15SA,Introdução às Equações Diferenciais Ordinárias A-Matutino (Santo André)
11012015,DAESTO008-17SA,Mecânica dos Sólidos I A-Matutino (Santo André)
11012015,DAESTO012-17SA,Princípios de Administração A-Matutino (Santo André)
21041214,DAESZR001-13SB,Conflitos no Ciberespaço: Ativismo e Guerra nas Redes Cibernéticas A-Matutino (São Bernardo)
21041214,NAESHR007-14SB,Geografia política A-Noturno (São Bernardo)
21041214,NB1BHO1101-15SB,Introdução à Economia B1-Noturno (São Bernardo)
21041214,NAESHR017-13SB,Sistema ONU e os Desafios do Multilateralismo A-Noturno (São Bernardo)
11080914,DB2ESTO001-17SA,Circuitos Elétricos e Fotônica B2-Matutino (Santo André)
11080914,DANHT4049-15SA,Estrutura da Matéria Avançada A-Matutino (Santo André)
11080914,DANHT4051-15SA,Química Analítica Clássica I A-Matutino (Santo André)
11080914,NANHT4040-15SA,Química Orgânica Aplicada A-Noturno (Santo André)
11080914,DANHT4041-15SA,Química Orgânica Experimental A-Matutino (Santo André)
11089815,NA1BIR0004-15SA,Bases Epistemológicas da Ciência Moderna A1-Noturno (Santo André)
11089815,DANHT4002-13SA,Bioquímica Experimental A-Matutino (Santo André)
11089815,DS4BCJ0204-15SA,Fenômenos Mecânicos S4-Matutino (Santo André)
11089815,NA4BCN0402-15SA,Funções de Uma Variável A4-Noturno (Santo André)
21037913,NAESZG013-17SB,Empreendedorismo A-Noturno (São Bernardo)
21037913,NAESZC019-17SB,Introdução à Elaboração e Análise de Cenários Macroeconômicos A-Noturno (São Bernardo)
21037913,NAESHC031-17SB,Macroeconomia Pós-Keynesiana A-Noturno (São Bernardo)
11201721335,DB1BCL0306-15SA,Biodiversidade: Interações entre organismos e ambiente B1-Matutino (Santo André)
11201721335,DB1BCJ0204-15SA,Fenômenos Mecânicos B1-Matutino (Santo André)
11201721335,DB3BCN0402-15SA,Funções de Uma Variável B3-Matutino (Santo André)
11201721335,DB2BCN0404-15SA,Geometria Analítica B2-Matutino (Santo André)
11201721335,DB1BCM0504-15SA,Natureza da Informação B1-Matutino (Santo André)
11201721600,DA2BCL0306-15SA,Biodiversidade: Interações entre organismos e ambiente A2-Matutino (Santo André)
11201721600,DA1BCJ0204-15SA,Fenômenos Mecânicos A1-Matutino (Santo André)
11201721600,DA2BCN0402-15SA,Funções de Uma Variável A2-Matutino (Santo André)
11201721600,DA3BCN0404-15SA,Geometria Analítica A3-Matutino (Santo André)
11201721600,DA1BCM0504-15SA,Natureza da Informação A1-Matutino (Santo André)
21005616,DABIR0004-15SB,Bases Epistemológicas da Ciência Moderna A-Matutino (São Bernardo)
21005616,DA1BCL0308-15SB,"Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas A1-Matutino (São Bernardo)"
21005616,DBESTO902-17SB,Engenharia Unificada I B-Matutino (São Bernardo)
21005616,DAMCTC002-15SB,Introdução à Neurociência A-Matutino (São Bernardo)
21005616,DABIN0406-15SB,Introdução à Probabilidade e à Estatística A-Matutino (São Bernardo)
21005616,DAESTO006-17SB,Materiais e Suas Propriedades A-Matutino (São Bernardo)
21050616,DABIR0004-15SB,Bases Epistemológicas da Ciência Moderna A-Matutino (São Bernardo)
21050616,DBESTO013-17SB,Engenharia Econômica B-Matutino (São Bernardo)
21050616,DB2BCN0402-15SB,Funções de Uma Variável B2-Matutino (São Bernardo)
21050616,DAESHR026-14SB,História do Terceiro Mundo A-Matutino (São Bernardo)
21050616,DAESHC020-17SB,História Econômica Geral A-Matutino (São Bernardo)
21050616,DAESZP034-14SB,Políticas Públicas de Esporte e Lazer A-Matutino (São Bernardo)
21051415,DAMCTA004-17SA,Arquitetura de Computadores A-Matutino (Santo André)
21051415,DAMCTB009-17SB,Cálculo Numérico A-Matutino (São Bernardo)
21051415,DA3BCK0103-15SA,Física Quântica A3-Matutino (Santo André)
21051415,DAESTA020-17SA,Modelagem e Controle A-Matutino (Santo André)
21051415,NAMCZA047-14SA,Sistemas Multi-Robôs Sociais A-Noturno (Santo André)
21051415,DAESTO014-17SB,Termodinâmica Aplicada I A-Matutino (São Bernardo)
21016116,DABHQ0002-15SB,Estudos Étnico-Raciais A-Matutino (São Bernardo)
21016116,NB2BCN0402-15SB,Funções de Uma Variável B2-Noturno (São Bernardo)
21016116,NAESHC019-17SB,História do Pensamento Econômico A-Noturno (São Bernardo)
21016116,NAESHC020-17SB,História Econômica Geral A-Noturno (São Bernardo)
21016116,NAESHC031-17SB,Macroeconomia Pós-Keynesiana A-Noturno (São Bernardo)
11119616,NA1BIJ0207-15SA,Bases Conceituais da Energia A1-Noturno (Santo André)
11119616,NA1BIR0004-15SA,Bases Epistemológicas da Ciência Moderna A1-Noturno (Santo André)
11119616,NBBIS0003-15SA,Bases Matemáticas B-Noturno (Santo André)
21065016,NA2BIS0003-15SB,Bases Matemáticas A2-Noturno (São Bernardo)
21065016,NA1BCL0306-15SB,Biodiversidade: Interações entre organismos e ambiente A1-Noturno (São Bernardo)
21065016,NA2BCM0504-15SB,Natureza da Informação A2-Noturno (São Bernardo)
21066815,DBBIS0003-15SB,Bases Matemáticas B-Matutino (São Bernardo)
21066815,DAESHT003-17SB,Demografia A-Matutino (São Bernardo)
21066815,DAESHC028-17SB,Economia Política A-Matutino (São Bernardo)
11201723073,DABIS0005-15SB,Bases Computacionais da Ciência A-Matutino (São Bernardo)
11201723073,DABIJ0207-15SB,Bases Conceituais da Energia A-Matutino (São Bernardo)
11201723073,DABIR0004-15SB,Bases Epistemológicas da Ciência Moderna A-Matutino (São Bernardo)
11201723073,DBBIS0003-15SB,Bases Matemáticas B-Matutino (São Bernardo)
11201723073,DBBCM0504-15SB,Natureza da Informação B-Matutino (São Bernardo)
11005214,NAESTB029-17SB,Análise e Controle de Sistemas Mecânicos A-Noturno (São Bernardo)
11005214,NAESTB018-17SB,Computação Científica aplicada a Problemas Biológicos A-Noturno (São Bernardo)
11005214,NAESTB030-17SB,Física Médica II A-Noturno (São Bernardo)
11005214,NAESTB022-17SB,Fundamentos de Eletrônica Analógica e Digital A-Noturno (São Bernardo)
11005214,NAESZB021-17SB,Introdução à Engenharia Biomédica A-Noturno (São Bernardo)
11005214,NAESTB024-17SB,Modelagem de Sistemas Dinâmicos II A-Noturno (São Bernardo)
11123409,NAESTU037-17SA,Sistemas de Tratamento de Água A-Noturno (Santo André)
21042516,DAESHR022-14SB,Abordagens Tradicionais das Relações Internacionais A-Matutino (São Bernardo)
21042516,DAESHR006-13SB,Formação Histórica da América Latina A-Matutino (São Bernardo)
21042516,DAESHR007-14SB,Geografia política A-Matutino (São Bernardo)
21042516,DAESHR011-13SB,Introdução ao Estudo do Direito A-Matutino (São Bernardo)
11076713,NANHT4049-15SA,Estrutura da Matéria Avançada A-Noturno (Santo André)
11076713,DA2BCK0103-15SA,Física Quântica A2-Matutino (Santo André)
11076713,NANHT4075-15SA,Físico-Química Experimental A-Noturno (Santo André)
11076713,DABIN0406-15SA,Introdução à Probabilidade e à Estatística A-Matutino (Santo André)
11076713,DANHT4041-15SA,Química Orgânica Experimental A-Matutino (Santo André)
11116511,NB2ESTA004-17SA,Circuitos Elétricos II B2-Noturno (Santo André)
11116511,DAESTA023-17SA,Introdução aos Processos de Fabricação A-Matutino (Santo André)
11116511,NAESTA010-17SA,Sensores e Transdutores A-Noturno (Santo André)
11116511,NBESTA008-17SA,Sistemas de Controle II B-Noturno (Santo André)
11051115,DAESHP004-13SB,"Cidadania, Direitos e Desigualdades A-Matutino (São Bernardo)"
11051115,DB1BCN0402-15SB,Funções de Uma Variável B1-Matutino (São Bernardo)
11051115,DAESZI027-17SA,Informação e Sociedade A-Matutino (Santo André)
11051115,DANHZ3060-09SB,Nascimento e Desenvolvimento da Ciência Moderna A-Matutino (São Bernardo)
11051115,NA4MCTA028-15SA,Programação Estruturada A4-Noturno (Santo André)
21030014,DAESHC035-17SB,Econometria I A-Matutino (São Bernardo)
21030014,NB2BCN0402-15SB,Funções de Uma Variável B2-Noturno (São Bernardo)
21030014,NAESHC019-17SB,História do Pensamento Econômico A-Noturno (São Bernardo)
21030014,DAESHC020-17SB,História Econômica Geral A-Matutino (São Bernardo)
21030014,DABHO1101-15SB,Introdução à Economia A-Matutino (São Bernardo)
11014116,DB3BCL0308-15SA,"Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas B3-Matutino (Santo André)"
11014116,DBBIR0603-15SA,"Ciência, Tecnologia e Sociedade B-Matutino (Santo André)"
11014116,DS9BCJ0204-15SA,Fenômenos Mecânicos S9-Matutino (Santo André)
11014116,DA1ESTO011-17SA,Fundamentos de Desenho Técnico A1-Matutino (Santo André)
11014116,DABCN0405-15SA,Introdução às Equações Diferenciais Ordinárias A-Matutino (Santo André)
21018816,NAESHT003-17SB,Demografia A-Noturno (São Bernardo)
21018816,NAESHC028-17SB,Economia Política A-Noturno (São Bernardo)
21018816,NBESTO013-17SB,Engenharia Econômica B-Noturno (São Bernardo)
21018816,NB1BCN0402-15SB,Funções de Uma Variável B1-Noturno (São Bernardo)
21018816,NAESHC020-17SB,História Econômica Geral A-Noturno (São Bernardo)
11201722148,DB5BCJ0204-15SA,Fenômenos Mecânicos B5-Matutino (Santo André)
11201722148,DB2BCN0402-15SA,Funções de Uma Variável B2-Matutino (Santo André)
11201722148,DB1BCN0404-15SA,Geometria Analítica B1-Matutino (Santo André)
11051613,NBMCTB001-17SA,Álgebra Linear B-Noturno (Santo André)
11051613,NB2BCS0002-15SA,Projeto Dirigido B2-Noturno (Santo André)
11022515,DAESTE037-17SA,Análise Econômica de Projetos Energéticos A-Matutino (Santo André)
11022515,DB1ESTA002-17SA,Circuitos Elétricos I B1-Matutino (Santo André)
11022515,DAESZE105-17SA,Energia dos Oceanos A-Matutino (Santo André)
11022515,DAESTE030-17SA,Engenharia de Petróleo e Gás A-Matutino (Santo André)
11022515,DAESTO011-17SA,Fundamentos de Desenho Técnico A-Matutino (Santo André)
11022515,DAESTO008-17SA,Mecânica dos Sólidos I A-Matutino (Santo André)
11022515,DAESTO012-17SA,Princípios de Administração A-Matutino (Santo André)
21059714,DAESZG036-17SA,Conceitos de Marketing A-Matutino (Santo André)
21059714,NA2BCJ0204-15SB,Fenômenos Mecânicos A2-Noturno (São Bernardo)
21059714,NA1BCN0404-15SB,Geometria Analítica A1-Noturno (São Bernardo)
21059714,NBBHP0202-15SB,Pensamento Crítico B-Noturno (São Bernardo)
21059714,NAESZT010-13SB,Políticas de Infraestrutura A-Noturno (São Bernardo)
11201721530,NA4BCJ0204-15SA,Fenômenos Mecânicos A4-Noturno (Santo André)
11201721530,NA1BCN0402-15SA,Funções de Uma Variável A1-Noturno (Santo André)
11201721530,NA2BCN0404-15SA,Geometria Analítica A2-Noturno (Santo André)
11201721530,NA2BCM0504-15SA,Natureza da Informação A2-Noturno (Santo André)
11128610,NAESTA005-17SA,Analise de Sistemas Dinâmicos Lineares A-Noturno (Santo André)
11128610,NAESZA018-17SA,Engenharia Óptica e Imagens A-Noturno (Santo André)
11128610,NA2ESTE019-17SA,Instalações Elétricas I A2-Noturno (Santo André)
11128610,DAESZA005-17SA,Processadores Digitais em Controle e Automação A-Matutino (Santo André)
11128610,NAESTI003-17SB,Transformadas em Sinais e Sistemas Lineares A-Noturno (São Bernardo)
11013413,DAESTA016-17SA,Máquinas Elétricas A-Matutino (Santo André)
11013413,DAESTO012-17SA,Princípios de Administração A-Matutino (Santo André)
11013413,DAESTA008-17SA,Sistemas de Controle II A-Matutino (Santo André)
11201721629,NB2BCL0306-15SA,Biodiversidade: Interações entre organismos e ambiente B2-Noturno (Santo André)
11201721629,NB1BCN0402-15SA,Funções de Uma Variável B1-Noturno (Santo André)
11201721629,NB1BCM0504-15SA,Natureza da Informação B1-Noturno (Santo André)
11012913,NAESTI019-17SA,Codificação de Sinais Multimídia A-Noturno (Santo André)
11012913,NAESTI007-17SA,Comunicação Digital A-Noturno (Santo André)
11012913,NAESTI017-17SA,Fundamentos de Eletromagnetismo Aplicado A-Noturno (Santo André)
11012913,DBBCN0405-15SA,Introdução às Equações Diferenciais Ordinárias B-Matutino (Santo André)
11012913,NCESTI013-17SA,Sistemas Microprocessados C-Noturno (Santo André)
11201722510,NBBCL0306-15SB,Biodiversidade: Interações entre organismos e ambiente B-Noturno (São Bernardo)
11201722510,NB1BCN0402-15SB,Funções de Uma Variável B1-Noturno (São Bernardo)
11201722510,NBBCN0404-15SB,Geometria Analítica B-Noturno (São Bernardo)
21051013,DAMCTB001-17SA,Álgebra Linear A-Matutino (Santo André)
21051013,DAESTA002-17SA,Circuitos Elétricos I A-Matutino (Santo André)
21051013,DAESTO013-17SA,Engenharia Econômica A-Matutino (Santo André)
21051013,DA3BCK0103-15SA,Física Quântica A3-Matutino (Santo André)
21010210,NAESTO006-17SA,Materiais e Suas Propriedades A-Noturno (Santo André)
21010210,NAESZU014-17SA,Métodos de Tomada de Decisão Aplicados ao Planejamento Urbano-Ambiental A-Noturno (Santo André)
21010210,NAESTU037-17SA,Sistemas de Tratamento de Água A-Noturno (Santo André)
21010210,NAESTU020-17SA,Transferência de Massa A-Noturno (Santo André)
21049415,NB1MCTB001-17SA,Álgebra Linear B1-Noturno (Santo André)
21049415,NA5BCL0308-15SA,"Bioquímica: Estrutura, Propriedade e Funções de Biomoléculas A5-Noturno (Santo André)"
21049415,NA1BCK0103-15SA,Física Quântica A1-Noturno (Santo André)
11045110,NAESZM002-17SA,Nanociência e Nanotecnologia A-Matutino (Santo André)
21004215,NAESZS004-17SB,Aviônica A-Noturno (São Bernardo)
21004215,DAESTS015-17SB,Combustão I A-Matutino (São Bernardo)
21004215,DAESTS004-17SB,Desempenho de Aeronaves A-Matutino (São Bernardo)
21004215,DAESHR004-13SB,Economia Política Internacional da Energia A-Matutino (São Bernardo)
21004215,DAESTS007-17SB,Estabilidade e Controle de Aeronaves A-Matutino (São Bernardo)
21004215,DAESTO012-17SB,Princípios de Administração A-Matutino (São Bernardo)
21019516,DABIR0004-15SB,Bases Epistemológicas da Ciência Moderna A-Matutino (São Bernardo)
21019516,DAESZR004-13SB,Desafios do Pré-Sal e a Inserção Internacional do Brasil A-Matutino (São Bernardo)
21019516,DAESHR006-13SB,Formação Histórica da América Latina A-Matutino (São Bernardo)
21019516,DAESHR026-14SB,História do Terceiro Mundo A-Matutino (São Bernardo)
21019516,DAESHR025-14SB,Política Externa Brasileira Contemporânea A-Matutino (São Bernardo)
11025312,NAESZG036-17SA,Conceitos de Marketing A-Noturno (Santo André)
11025312,NAESTG005-17SB,Engenharia Econômica Aplicada a Sistemas de Gestão A-Noturno (São Bernardo)
11025312,NAESZG042-17SB,Metodologia de Análise de Riscos A-Noturno (São Bernardo)
11025312,NB1ESTO017-17SA,Métodos Experimentais em Engenharia B1-Noturno (Santo André)
11025312,NA2ESTG022-17SB,Sistemas CAM A2-Noturno (São Bernardo)
11201720458,DABIS0003-15SB,Bases Matemáticas A-Matutino (São Bernardo)
11201720458,DABHO1335-15SB,Formação do Sistema Internacional A-Matutino (São Bernardo)
11201720458,DABHO1101-15SB,Introdução à Economia A-Matutino (São Bernardo)
11201720458,DABHO0001-15SB,Introdução às Humanidades e Ciências Sociais A-Matutino (São Bernardo)
11201720458,DABHP0202-15SB,Pensamento Crítico A-Matutino (São Bernardo)
11201721686,NB1BCL0306-15SA,Biodiversidade: Interações entre organismos e ambiente B1-Noturno (Santo André)
11201721686,DABIK0102-15SA,Estrutura da Matéria A-Matutino (Santo André)
11201721686,NB7BCJ0204-15SA,Fenômenos Mecânicos B7-Noturno (Santo André)
11201721686,NB3BCN0402-15SA,Funções de Uma Variável B3-Noturno (Santo André)
11201721686,NB2BCN0404-15SA,Geometria Analítica B2-Noturno (Santo André)
11201721686,NB2BCM0504-15SA,Natureza da Informação B2-Noturno (Santo André)
11087516,DABIS0005-15SB,Bases Computacionais da Ciência A-Matutino (São Bernardo)
11087516,DSBCM0505-15SA,Processamento da Informação S-Matutino (Santo André)
11119214,DB2BCN0404-15SA,Geometria Analítica B2-Matutino (Santo André)
11119214,DA2BCM0504-15SA,Natureza da Informação A2-Matutino (Santo André)
11081812,DANHT3071-15SA,Eletromagnetismo II A-Matutino (Santo André)
11081812,DANHT3072-15SA,Mecânica Quântica I A-Matutino (Santo André)
11081812,NA3BCM0504-15SA,Natureza da Informação A3-Noturno (Santo André)
11081812,DSBCM0505-15SA,Processamento da Informação S-Matutino (Santo André)
11201722360,DA1BCL0306-15SA,Biodiversidade: Interações entre organismos e ambiente A1-Matutino (Santo André)
11201722360,DA4BCJ0204-15SA,Fenômenos Mecânicos A4-Matutino (Santo André)
11201722360,DA1BCN0402-15SA,Funções de Uma Variável A1-Matutino (Santo André)
11201722360,DA1BCN0404-15SA,Geometria Analítica A1-Matutino (Santo André)
11201722360,DA1BCM0504-15SA,Natureza da Informação A1-Matutino (Santo André)
11062714,NB1MCTB001-17SA,Álgebra Linear B1-Noturno (Santo André)
11062714,NA3BCN0404-15SA,Geometria Analítica A3-Noturno (Santo André)
11062714,NA3BCM0504-15SA,Natureza da Informação A3-Noturno (Santo André)
11062714,DA1BCS0002-15SA,Projeto Dirigido A1-Matutino (Santo André)
11072514,DAESZA018-17SA,Engenharia Óptica e Imagens A-Matutino (Santo André)
11072514,DAESTE033-17SA,Engenharia Solar Fotovoltaica A-Matutino (Santo André)
11072514,DAESTA023-17SA,Introdução aos Processos de Fabricação A-Matutino (Santo André)
11072514,NBESTI003-17SA,Transformadas em Sinais e Sistemas Lineares B-Noturno (Santo André)
11045014,DAESTM001-17SA,Estado Sólido A-Matutino (Santo André)
11045014,DAESTM008-17SA,Materiais Compósitos A-Matutino (Santo André)
11045014,DAESZM039-17SA,Processamento de Materiais Cerâmicos A-Matutino (Santo André)
11045014,DAESTM016-17SA,Química Inorgânica de Materiais A-Matutino (Santo André)
11045014,DAESZM033-17SA,Reciclagem e Ambiente A-Matutino (Santo André)
11009814,DAESTS015-17SB,Combustão I A-Matutino (São Bernardo)
11009814,DAESZS035-17SB,Dinâmica de Fluidos Computacional A-Matutino (São Bernardo)
11009814,DAESZS006-17SB,Dinâmica II A-Matutino (São Bernardo)
11009814,DAESTS007-17SB,Estabilidade e Controle de Aeronaves A-Matutino (São Bernardo)
11009814,NA1ESTS010-17SB,Técnicas de Análise Estrutural e Projeto A1-Noturno (São Bernardo)
11009814,DAESTS008-17SB,Vibrações A-Matutino (São Bernardo)
